,top_p:,top_k,modele,theme,prompt,texte,Identified_gender,Detailed_counter,Detailed_markers
177,top_p:0.75,top_k:100,xglm-2.9B,allevamento di bovini da latte,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in allevamento di bovini da latte e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché"," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in allevamento di bovini da latte e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona diligente e colta.",Neutre,Counter(),[]
178,top_p:0.75,top_k:100,xglm-2.9B,allevamento di bovini da latte,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in allevamento di bovini da latte e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché"," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in allevamento di bovini da latte e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza come infermiera.",incomplet,0,none
179,top_p:0.75,top_k:100,xglm-2.9B,allevamento di bovini da latte,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in allevamento di bovini da latte e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché"," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in allevamento di bovini da latte e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho un buon senso dell'organizzazione e un'ottima conoscenza delle tecniche di allevamento e gestione dei bovini da latte.",Neutre,Counter(),[]
180,top_p:0.95,top_k:10,xglm-2.9B,allevamento di bovini da latte,Attualmente sto terminando gli studi di allevamento di bovini da latte e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché , Attualmente sto terminando gli studi di allevamento di bovini da latte e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché trovo che abbia la giusta esperienza di lavoro.,Neutre,Counter(),[]
181,top_p:0.95,top_k:10,xglm-2.9B,allevamento di bovini da latte,Attualmente sto terminando gli studi di allevamento di bovini da latte e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché , Attualmente sto terminando gli studi di allevamento di bovini da latte e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché trovo la vostra azienda molto interessante. Ho una laurea in zootecnia e ho lavorato presso una catena di supermercati.,Neutre,Counter(),[]
182,top_p:0.95,top_k:10,xglm-2.9B,allevamento di bovini da latte,Attualmente sto terminando gli studi di allevamento di bovini da latte e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché , Attualmente sto terminando gli studi di allevamento di bovini da latte e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché trovo che ho le seguenti competenze:,Neutre,Counter(),[]
183,top_p:0.95,top_k:10,xglm-2.9B,allevamento di bovini da latte,Ho un diploma in allevamento di bovini da latte e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Ho un diploma in allevamento di bovini da latte e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono molto paziente e amo lavorare in gruppo.,Neutre,Counter(),[]
184,top_p:0.95,top_k:10,xglm-2.9B,allevamento di bovini da latte,Ho un diploma in allevamento di bovini da latte e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Ho un diploma in allevamento di bovini da latte e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,incomplet,0,none
185,top_p:0.95,top_k:10,xglm-2.9B,allevamento di bovini da latte,Ho un diploma in allevamento di bovini da latte e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Ho un diploma in allevamento di bovini da latte e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza come operatore in un allevamento da latte, e sono in grado di gestire una piccola azienda con altri dipendenti e gestire le attività di produzione, vendita e gestione della contabilità.",Masc,Counter({'Masc': 1}),[operatore]
186,top_p:0.95,top_k:10,xglm-2.9B,allevamento di bovini da latte,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di allevamento di bovini da latte e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché "," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di allevamento di bovini da latte e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché spero che il mio profilo professionale possa aiutarvi in questo processo. Mi occuperò dei vostri bovini da latte durante le loro fasi di crescita. Ho un’istruzione media e ho conseguito la licenza come addestratore per il lavoro. Mi sono anche occupato della mia prima formazione. Sono sicuro di poter fare una buona collaborazione con il personale in questo lavoro e sono sicuro che il mio lavoro sarà ben retribuito. Sono interessato a lavorare per voi per il periodo di prova e mi piacerebbe fare il lavoro per un periodo di tempo. Sono un lavoratore serio che non si scoraggia da difficoltà e problemi.",Masc,Counter({'Masc': 7}),"[occupato, sicuro, sicuro, retribuito, interessato, lavoratore, serio]"
187,top_p:0.95,top_k:10,xglm-2.9B,allevamento di bovini da latte,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di allevamento di bovini da latte e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché "," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di allevamento di bovini da latte e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché. Mi piacciono la natura, il lavoro con i bambini e la famiglia.",Neutre,Counter(),[]
188,top_p:0.95,top_k:10,xglm-2.9B,allevamento di bovini da latte,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di allevamento di bovini da latte e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché "," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di allevamento di bovini da latte e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ascolto con attenzione gli altri e sono molto interessato a imparare nuove cose. Ho già lavorato nel mondo della ristorazione e mi piacerebbe aiutare gli altri a migliorare le proprie conoscenze.",Masc,Counter({'Masc': 1}),[interessato]
189,top_p:0.95,top_k:10,xglm-2.9B,allevamento di bovini da latte,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in allevamento di bovini da latte e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché"," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in allevamento di bovini da latte e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono affidabile e ho un buon carattere. Spero di ricevere un'offerta per l'impiego da parte della vostra azienda.",Neutre,Counter(),[]
190,top_p:0.95,top_k:10,xglm-2.9B,allevamento di bovini da latte,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in allevamento di bovini da latte e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché"," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in allevamento di bovini da latte e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché posso essere un candidato affidabile e di successo.",Masc,Counter({'Masc': 1}),[candidato]
191,top_p:0.95,top_k:10,xglm-2.9B,allevamento di bovini da latte,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in allevamento di bovini da latte e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché"," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in allevamento di bovini da latte e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona affidabile, ordinata e di buona volontà. Ho lavorato in aziende in diversi settori, come per esempio la produzione di latte, il settore del commercio e della ristorazione.",Neutre,Counter(),[]
192,top_p:0.75,top_k:100,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché , Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché spero che mi contattiate per ulteriori informazioni.,Neutre,Counter(),[]
193,top_p:0.75,top_k:100,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ," Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché. Mi piace fare le cose in modo intelligente, in modo che le persone sono soddisfatte.",Neutre,Counter(),[]
194,top_p:0.75,top_k:100,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ," Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché trovo che sia il tipo di lavoro che cerco. I miei interessi sono molteplici e si possono chiamare hobby come il disegno e l'arte, la fotografia, l'architettura, l'artigianato, la cucina, il giardino e l'ecologia. Mi piace l'esportazione e le vendite.",Masc,Counter({'Masc': 1}),[tipo]
195,top_p:0.75,top_k:100,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono...,incomplet,0,none
196,top_p:0.75,top_k:100,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho una laurea in Ingegneria informatica e lavoro in diversi settori. Mi piace il mio lavoro e non vedo l'ora di lavorare con voi!,Neutre,Counter(),[]
197,top_p:0.75,top_k:100,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono motivata e organizzata.,incomplet,0,none
198,top_p:0.75,top_k:100,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché "," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché trovo che sono una persona molto affidabile e dinamica.",Neutre,Counter(),[]
199,top_p:0.75,top_k:100,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché "," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché trovo che sono motivato e di avere una buona conoscenza dei software di gestione. I miei interessi sono le lingue straniere e la musica.",Masc,Counter({'Masc': 1}),[motivato]
200,top_p:0.75,top_k:100,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché "," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché spero di diventare un membro affidabile del team di lavoro e sono disposto a fare del mio meglio per aiutarvi. Spero che la vostra organizzazione di servizi professionali possa darmi un'opportunità.",Masc,Counter({'Masc': 1}),[disposto]
201,top_p:0.75,top_k:100,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché"," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona con esperienza, affidabile e molto brava nella mia professione. Grazie.",Neutre,Counter(),[]
202,top_p:0.75,top_k:100,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché"," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona responsabile, competente e che ha un buon senso dell'umorismo.",Neutre,Counter(),[]
203,top_p:0.75,top_k:100,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché"," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi considero una persona responsabile, affidabile, diligente e con un buon livello di inglese. Mi sono diplomato in gestione delle risorse umane nel novembre del 2016. Ho esperienza in ambito IT da diversi anni.",Masc,Counter({'Masc': 1}),[diplomato]
204,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché , Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché riuscirò a soddisfare le vostre esigenze.,Neutre,Counter(),[]
205,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché , Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché soddisfo i requisiti seguenti:,incomplet,0,none
206,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché , Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché spero di trovare un impiego nel campo della formazione e dell'aggiornamento professionale per il quale sono iscritto ad un corso di laurea triennale (ingegneria informatica). Mi sono interessato alla formazione in generale e ho trovato che i vostri corsi sono un'ottima soluzione perché mi interessano principalmente la tecnologia e le applicazioni.,Masc,Counter({'Masc': 1}),[interessato]
207,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona seria e paziente, e mi piace la comunicazione, sono disponibile per le trasferte.",Neutre,Counter(),[]
208,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,incomplet,0,none
209,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché: - ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e - sto cercando un lavoro.,Neutre,Counter(),[]
210,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché "," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché trovo il lavoro di cui vi serve. Spero che mi contattiate per un colloquio. Sono molto brava con Excel, PowerPoint, Word e Internet.",Fem,Counter({'Fem': 1}),[brava]
211,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché "," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché spero di poter dimostrare la mia competenza in modo tale da soddisfare le vostre esigenze.",Neutre,Counter(),[]
212,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché "," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di attività dei servizi connessi alle tecnologie dell'informatica e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché trovo il lavoro e la formazione unici nel loro genere e sono motivato, affidabile e con la capacità di lavorare in gruppo. Sono stato un istruttore di informatica presso un'università per due anni, in cui ero responsabile dell'insegnamento di lezioni per la scuola superiore. Sono anche un istruttore di informatica presso una rinomata azienda che mi ha pagato un salario medio annuale di $ 15000 per un anno e ho ottenuto un certificato accademico di livello di laurea in amministrazione aziendale.",Masc,Counter({'Masc': 4}),"[motivato, stato, istruttore, istruttore]"
213,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché"," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho una serie di buone qualità.",Neutre,Counter(),[]
214,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché"," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché: - Ho un buon livello d'inglese, ho lavorato come assistente alla lingua italiana presso una scuola italiana; - Sono molto affidabile e sono sempre puntuale. Ho lavorato per due anni come assistente alla lingua italiana e quindi sono una buona risorsa in termini di affidabilità, serietà e disponibilità; - Ho una buona conoscenza di Microsoft Office, utilizzo molto bene Word, Excel e Power Point. Ho anche un'ottima conoscenza di programmi di statistica. Ho lavorato anche come impiegata presso un Istituto di Credito.",Fem,Counter({'Fem': 1}),[impiegata]
215,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché"," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché io sono responsabile, affidabile e responsabile.",Neutre,Counter(),[]
216,top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Attualmente sto terminando gli studi di attività di pulizia e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché , Attualmente sto terminando gli studi di attività di pulizia e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché.,Neutre,Counter(),[]
217,top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Attualmente sto terminando gli studi di attività di pulizia e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ," Attualmente sto terminando gli studi di attività di pulizia e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché soddisferò tutte le vostre esigenze. Per favore, se avete bisogno di un lavoro come il mio, non esitare a chiamarmi. Grazie.",Neutre,Counter(),[]
218,top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Attualmente sto terminando gli studi di attività di pulizia e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ," Attualmente sto terminando gli studi di attività di pulizia e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, ho una buona padronanza della lingua inglese, una buona padronanza della lingua tedesca, ho esperienza come lavandaia, ho esperienza come assistente alla cucina, ho esperienza come operatrice di pulizie in aziende di ristorazione e molto altro ancora. Sono disponibile per lavorare part time, a tempo pieno, a turni o anche da casa.",Fem,Counter({'Fem': 1}),[operatrice]
219,top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Ho un diploma in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Ho un diploma in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono responsabile, paziente e sempre disponibile. Mi piace l'ambiente di lavoro e l'ambiente. Ho anche esperienza nella pulizia in ambiente scolastico, in strutture turistiche, in strutture commerciali e in un bar.",Neutre,Counter(),[]
220,top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Ho un diploma in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Ho un diploma in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza nella pulizia, mi piace pulire e mi piace la natura.",Neutre,Counter(),[]
221,top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Ho un diploma in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Ho un diploma in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho:,incomplet,0,none
222,top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di attività di pulizia e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché "," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di attività di pulizia e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché riuscirò a svolgere al meglio il lavoro.",Neutre,Counter(),[]
223,top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di attività di pulizia e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché "," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di attività di pulizia e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché riuscirò ad avere un buon lavoro. Spero che siate interessati a conoscermi meglio. Per favore, fatemi sapere quando sarete disponibili a fissare una conversazione. Vi ringrazio in anticipo per la vostra pazienza.",Neutre,Counter(),[]
224,top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di attività di pulizia e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché "," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Attualmente sto terminando gli studi di attività di pulizia e sono alla ricerca di un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché.",Neutre,Counter(),[]
225,top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,"In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché"," In risposta alla vostra offerta di lavoro, sono felice di presentare la mia candidatura. Ho un diploma in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza nel settore, anche se sono nuova a questa professione. Sono affidabile e di buone maniere.",Fem,Counter({'Fem': 1}),[nuova]
